"","countrycode","UDel_p_pop","year"
"21692","TUN",295.069506085164,1988
"21693","TUR",715.296676280948,1988
"21694","TWN",1482.25161276322,1988
"21695","TZA",1037.70939734308,1988
"21696","UGA",1438.74946866001,1988
"21697","UKR",622.745798953503,1988
"21698","URY",988.397758866429,1988
"21699","USA",821.97905068473,1988
"21700","UZB",277.04833664729,1988
"21701","VAT",684.6,1988
"21702","VCT",1887.2,1988
"21703","VEN",1255.97605388311,1988
"21704","VGB",NA,1988
"21705","VIR",1035.9,1988
"21706","VNM",1038.81762841354,1988
"21707","VUT",3846.82391877525,1988
"21708","PSE",653.739227803808,1988
"21709","WLF",NA,1988
"21710","WSM",3521,1988
"21711","YEM",268.705010185416,1988
"21712","ZAF",788.914769978643,1988
"21713","ZMB",934.183908601817,1988
"21714","ZWE",741.993521144307,1988
"21715","TUV",NA,1988
"21716","GUF",2849.67999418025,1988
"21717","ABW",NA,1989
"21718","AFG",312.167072627621,1989
"21719","AGO",948.52667783473,1989
"21720","AIA",NA,1989
"21721","ALB",962.68258804774,1989
"21722","ALA",567.3,1989
"21723","AND",644.736885120156,1989
"21724","ARE",123.334274822981,1989
"21725","ARG",777.900618569399,1989
"21726","ARM",414.10361449201,1989
"21727","ASM",NA,1989
"21728","ATA",NA,1989
"21729","Ashm",NA,1989
"21730","ATF",NA,1989
"21731","ATG",NA,1989
"21732","AUS",1045.77100730514,1989
"21733","AUT",886.762134204732,1989
"21734","AZE",362.282576970016,1989
"21735","BDI",1256.63121699896,1989
"21736","BEL",663.656867960559,1989
"21737","BEN",1243.37766252869,1989
"21738","BFA",784.409083442844,1989
"21739","BGD",1971.36317715829,1989
"21740","BGR",506.712850792145,1989
"21741","BHR",NA,1989
"21742","BHS",1144.27893185214,1989
"21743","BIH",1020.67769388958,1989
"21744","BLM",NA,1989
"21745","BLR",642.239341297402,1989
"21746","BLZ",1869.94344600166,1989
"21747","BMU",NA,1989
"21748","BOL",934.309922775803,1989
"21749","BRA",1589.12223394337,1989
"21750","BRB",NA,1989
"21751","BRN",2309.54367683899,1989
"21752","BTN",3407.98721550953,1989
"21753","BWA",470.074080410504,1989
"21754","CAF",1368.33993085007,1989
"21755","CAN",806.185266684435,1989
"21756","CHE",987.4657248369,1989
"21757","CHL",490.34033666373,1989
"21758","CHN",930.201218905045,1989
"21759","CIV",1432.649915973,1989
"21760","CMR",1603.6857902117,1989
"21761","COD",1473.51016267687,1989
"21762","COG",1622.88313572412,1989
"21763","COK",2389.9,1989
"21764","COL",1707.22869422953,1989
"21765","COM",2715.8,1989
"21766","CPV",637.1,1989
"21767","CRI",3738.36550804376,1989
"21768","CUB",1195.19361372615,1989
"21769","CUW",NA,1989
"21770","CYM",917.3,1989
"21771","CYN",259.010594089618,1989
"21772","CYP",338.543192722757,1989
"21773","CZE",539.708498363718,1989
"21774","DEU",673.937229942234,1989
"21775","DJI",255.254737669538,1989
"21776","DMA",NA,1989
"21777","DNK",571.854645563326,1989
"21778","DOM",1518.92731247302,1989
"21779","DZA",328.17125725702,1989
"21780","ECU",1234.26984262951,1989
"21781","EGY",45.8023321429489,1989
"21782","ERI",376.776984774436,1989
"21783","ESP",699.806325361748,1989
"21784","EST",670.899557791992,1989
"21785","ETH",1149.45946835296,1989
"21786","FIN",608.209185740167,1989
"21787","FJI",2700.55890518833,1989
"21788","FLK",555.77928651845,1989
"21789","FRA",633.253657265969,1989
"21790","FRO",NA,1989
"21791","FSM",NA,1989
"21792","GAB",2061.73605013418,1989
"21793","Gaza",201.7,1989
"21794","GBR",710.985763984899,1989
"21795","GEO",1141.45143552314,1989
"21796","GGY",NA,1989
"21797","GHA",1369.47878070763,1989
"21798","GIN",1919.32787781021,1989
"21799","GMB",1036.8146355483,1989
"21800","GNB",1486.88299586213,1989
"21801","GNQ",1911.18413462099,1989
"21802","GRC",443.169572411138,1989
"21803","GRD",NA,1989
"21804","GRL",773.980598934205,1989
"21805","GTM",2158.0489582697,1989
"21806","GUM",NA,1989
"21807","GUY",1974.31099746163,1989
"21808","HKG",1743.7,1989
"21809","HMD",NA,1989
"21810","HND",1593.97506611994,1989
"21811","HRV",850.267761652071,1989
"21812","HTI",1213.68038085022,1989
"21813","HUN",523.745387790249,1989
"21814","IDN",2459.6438127147,1989
"21815","IMN",NA,1989
"21816","IND",1151.82188162149,1989
"21817","IOA",NA,1989
"21818","IOT",NA,1989
"21819","IRL",884.634714726816,1989
"21820","IRN",271.658382498167,1989
"21821","IRQ",129.413054200853,1989
"21822","ISL",1126.48152332867,1989
"21823","ISR",314.338788881974,1989
"21824","ITA",863.57677229404,1989
"21825","JAM",1535.38524692886,1989
"21826","JEY",581.1,1989
"21827","JOR",195.089842013209,1989
"21828","JPN",1860.94773095136,1989
"21829","KAS",196.8,1989
"21830","KAZ",339.388667414913,1989
"21831","KEN",1336.79073469159,1989
"21832","KGZ",377.91338267873,1989
"21833","KHM",1111.73336022078,1989
"21834","KIR",NA,1989
"21835","KNA",NA,1989
"21836","KOR",1404.2504557663,1989
"21837","KOS",588.910766004345,1989
"21838","KWT",82.7323493229685,1989
"21839","LAO",1665.51888074021,1989
"21840","LBN",732.158052641031,1989
"21841","LBR",2359.67146915436,1989
"21842","LBY",146.123787356577,1989
"21843","LCA",NA,1989
"21844","LIE",1606.1816127267,1989
"21845","LKA",2279.79600491388,1989
"21846","LSO",753.670483679644,1989
"21847","LTU",688.861056161828,1989
"21848","LUX",758.4,1989
"21849","LVA",662.933043138992,1989
"21850","MAC",1550.5,1989
"21851","MAF",NA,1989
"21852","MAR",480.244641696352,1989
"21853","MCO",442,1989
"21854","MDA",487.933468171971,1989
"21855","MDG",1885.05216051574,1989
"21856","MDV",NA,1989
"21857","MEX",877.732095310768,1989
"21858","MHL",NA,1989
"21859","MKD",555.485455679146,1989
"21860","MLI",669.417948442755,1989
"21861","MLT",NA,1989
"21862","MMR",1561.47409815245,1989
"21863","MNE",1235.69884664897,1989
"21864","MNG",183.248119141752,1989
"21865","MNP",NA,1989
"21866","MOZ",1164.17910463076,1989
"21867","MRT",264.615748744452,1989
"21868","MSR",NA,1989
"21869","MUS",2059.5,1989
"21870","MWI",1396.38324717701,1989
"21871","MYS",2312.15725945075,1989
"21872","NAM",352.90600674597,1989
"21873","NCL",1994.79928138847,1989
"21874","NER",441.179892178776,1989
"21875","NFK",NA,1989
"21876","NGA",1327.36304575369,1989
"21877","NIC",1727.10070905194,1989
"21878","NIU",NA,1989
"21879","NLD",674.223258160659,1989
"21880","NOR",1198.9156392556,1989
"21881","NPL",1582.14798874798,1989
"21882","NRU",NA,1989
"21883","NZL",1188.04979151032,1989
"21884","OMN",127.212156774626,1989
"21885","PAK",374.900717393632,1989
"21886","PAN",2660.1120812497,1989
"21887","PCN",NA,1989
"21888","PER",692.882023815896,1989
"21889","PHL",2249.21821582676,1989
"21890","PLW",NA,1989
"21891","PNG",3035.88980973138,1989
"21892","POL",487.247497576734,1989
"21893","PRI",1945.05206108739,1989
"21894","PRK",801.481274952446,1989
"21895","PRT",1159.89386090529,1989
"21896","PRY",1521.64986536465,1989
"21897","PYF",1982.2,1989
"21898","QAT",36.5477104791839,1989
"21899","ROU",399.208563322661,1989
"21900","RUS",569.660810799733,1989
"21901","RWA",1028.96250964657,1989
"21902","ESH",75.6830230266585,1989
"21903","SAU",119.934043009725,1989
"21904","SDN",331.863196977135,1989
"21905","SSD",1021.33823866671,1989
"21906","SEN",610.825321258382,1989
"21907","SGP",NA,1989
"21908","SGS",NA,1989
"21909","SHN",NA,1989
"21910","SLB",2143.29287746131,1989
"21911","SLE",2528.82041561887,1989
"21912","SLV",2162.10997748804,1989
"21913","SMR",852.696378539241,1989
"21914","SOL",311.458756624435,1989
"21915","SOM",422.03916732696,1989
"21916","SPM",NA,1989
"21917","SRB",624.346589579765,1989
"21918","STP",1908.1,1989
"21919","SUR",2528.58509035135,1989
"21920","SVK",585.917365199439,1989
"21921","SVN",1169.55304295965,1989
"21922","SWE",538.571609091372,1989
"21923","SWZ",1032.83749069062,1989
"21924","SXM",NA,1989
"21925","SYC",NA,1989
"21926","SYR",215.527835006048,1989
"21927","TCA",380.3,1989
"21928","TCD",693.158307463019,1989
"21929","TGO",1373.09932675293,1989
"21930","THA",1301.14388548322,1989
"21931","TJK",443.800192131586,1989
"21932","TKM",127.927804063485,1989
"21933","TLS",1528.12430123571,1989
"21934","TON",NA,1989
"21935","TTO",1441.23199415685,1989
"21936","TUN",345.422063254871,1989
"21937","TUR",471.641445348405,1989
"21938","TWN",1308.4456627205,1989
"21939","TZA",1123.84985054318,1989
"21940","UGA",1274.64199128069,1989
"21941","UKR",538.381862806973,1989
"21942","URY",769.418819063777,1989
"21943","USA",974.753569623727,1989
"21944","UZB",251.129707772272,1989
"21945","VAT",881.5,1989
"21946","VCT",2442.5,1989
"21947","VEN",1034.37867111163,1989
"21948","VGB",NA,1989
"21949","VIR",927.3,1989
"21950","VNM",1079.10279690097,1989
"21951","VUT",3236.44713630395,1989
"21952","PSE",458.970655121584,1989
"21953","WLF",NA,1989
"21954","WSM",2637,1989
"21955","YEM",305.126342549623,1989
"21956","ZAF",759.358964086447,1989
"21957","ZMB",1137.3517649711,1989
"21958","ZWE",702.431141952374,1989
"21959","TUV",NA,1989
"21960","GUF",4163.73899136452,1989
"21961","ABW",NA,1990
"21962","AFG",320.882866283368,1990
"21963","AGO",1032.61458145488,1990
"21964","AIA",NA,1990
"21965","ALB",1049.75672150437,1990
"21966","ALA",676.5,1990
"21967","AND",827.068496921941,1990
"21968","ARE",134.519583317651,1990
"21969","ARG",1064.30476623699,1990
"21970","ARM",436.821649182459,1990
"21971","ASM",NA,1990
"21972","ATA",NA,1990
"21973","Ashm",NA,1990
"21974","ATF",NA,1990
"21975","ATG",NA,1990
"21976","AUS",1026.06671220852,1990
"21977","AUT",909.654443286053,1990
"21978","AZE",468.539502380781,1990
"21979","BDI",1069.3610019434,1990
"21980","BEL",726.373392524216,1990
"21981","BEN",1071.09775476415,1990
"21982","BFA",657.186784525495,1990
"21983","BGD",2115.20318431097,1990
"21984","BGR",463.572360987223,1990
"21985","BHR",NA,1990
"21986","BHS",1125.32377463766,1990
"21987","BIH",901.265313348351,1990
"21988","BLM",NA,1990
"21989","BLR",686.578824583908,1990
"21990","BLZ",2245.36019457568,1990
"21991","BMU",NA,1990
"21992","BOL",1045.012152159,1990
"21993","BRA",1290.6740022804,1990
"21994","BRB",NA,1990
"21995","BRN",1949.76296094024,1990
"21996","BTN",3479.92649135007,1990
"21997","BWA",333.49684301758,1990
"21998","CAF",1377.47346278043,1990
"21999","CAN",993.47045689826,1990
"22000","CHE",1304.07467965027,1990
"22001","CHL",542.175882831127,1990
"22002","CHN",1015.36048984298,1990
"22003","CIV",1215.63920978384,1990
"22004","CMR",1737.98970457544,1990
"22005","COD",1455.92651007978,1990
"22006","COG",1843.07832458513,1990
"22007","COK",2130.1,1990
"22008","COL",1715.29050445917,1990
"22009","COM",2489.8,1990
"22010","CPV",725.9,1990
"22011","CRI",3836.04616864906,1990
"22012","CUB",1220.02810618762,1990
"22013","CUW",NA,1990
"22014","CYM",1163.9,1990
"22015","CYN",262.250043901932,1990
"22016","CYP",302.283415441168,1990
"22017","CZE",548.147542132469,1990
"22018","DEU",779.03465884348,1990
"22019","DJI",159.707103088431,1990
"22020","DMA",NA,1990
"22021","DNK",740.902032695783,1990
"22022","DOM",1594.18393806007,1990
"22023","DZA",443.519514448383,1990
"22024","ECU",874.53159201205,1990
"22025","EGY",44.3548517639903,1990
"22026","ERI",248.071189456102,1990
"22027","ESP",563.331465250195,1990
"22028","EST",854.711968998472,1990
"22029","ETH",1032.52163288173,1990
"22030","FIN",625.472036382424,1990
"22031","FJI",2696.92586373349,1990
"22032","FLK",566.809291595569,1990
"22033","FRA",702.299051266697,1990
"22034","FRO",NA,1990
"22035","FSM",NA,1990
"22036","GAB",2155.78502136775,1990
"22037","Gaza",204.6,1990
"22038","GBR",728.982969980766,1990
"22039","GEO",930.916919203066,1990
"22040","GGY",NA,1990
"22041","GHA",1105.32071433559,1990
"22042","GIN",1892.56931610906,1990
"22043","GMB",870.33157704807,1990
"22044","GNB",1286.79457194113,1990
"22045","GNQ",2162.74852588081,1990
"22046","GRC",497.558776787804,1990
"22047","GRD",NA,1990
"22048","GRL",757.263165315237,1990
"22049","GTM",2206.34852464791,1990
"22050","GUM",NA,1990
"22051","GUY",2661.81228750161,1990
"22052","HKG",1648.5,1990
"22053","HMD",NA,1990
"22054","HND",1501.46881487607,1990
"22055","HRV",817.667407810883,1990
"22056","HTI",1177.87854742298,1990
"22057","HUN",483.76514737501,1990
"22058","IDN",2306.06334874505,1990
"22059","IMN",NA,1990
"22060","IND",1335.11425021213,1990
"22061","IOA",NA,1990
"22062","IOT",NA,1990
"22063","IRL",1007.43232916183,1990
"22064","IRN",301.374764470245,1990
"22065","IRQ",184.607129674545,1990
"22066","ISL",954.818511345326,1990
"22067","ISR",303.390873183692,1990
"22068","ITA",927.998572786207,1990
"22069","JAM",1761.06167728614,1990
"22070","JEY",731.1,1990
"22071","JOR",194.35274643974,1990
"22072","JPN",1696.05602539112,1990
"22073","KAS",263.7,1990
"22074","KAZ",383.212846993778,1990
"22075","KEN",1342.05769072156,1990
"22076","KGZ",445.580455879305,1990
"22077","KHM",1092.97601729393,1990
"22078","KIR",NA,1990
"22079","KNA",NA,1990
"22080","KOR",1488.05679298026,1990
"22081","KOS",385.021397771921,1990
"22082","KWT",90.363730292174,1990
"22083","LAO",1774.07384330498,1990
"22084","LBN",721.487700313032,1990
"22085","LBR",2465.95875958457,1990
"22086","LBY",182.003584620612,1990
"22087","LCA",NA,1990
"22088","LIE",1951.04460916808,1990
"22089","LKA",2423.83209966017,1990
"22090","LSO",634.582805291639,1990
"22091","LTU",777.298195614802,1990
"22092","LUX",811.6,1990
"22093","LVA",790.561178368274,1990
"22094","MAC",1296.8,1990
"22095","MAF",NA,1990
"22096","MAR",367.558866197278,1990
"22097","MCO",638.5,1990
"22098","MDA",342.576599559332,1990
"22099","MDG",1260.25432675255,1990
"22100","MDV",NA,1990
"22101","MEX",1031.24550115648,1990
"22102","MHL",NA,1990
"22103","MKD",455.270563627586,1990
"22104","MLI",675.786762847711,1990
"22105","MLT",NA,1990
"22106","MMR",1661.34956047031,1990
"22107","MNE",1064.66384305864,1990
"22108","MNG",222.405443171213,1990
"22109","MNP",NA,1990
"22110","MOZ",822.198379439722,1990
"22111","MRT",202.799121860453,1990
"22112","MSR",NA,1990
"22113","MUS",1237.6,1990
"22114","MWI",835.395519564244,1990
"22115","MYS",2154.61074252124,1990
"22116","NAM",362.693696227291,1990
"22117","NCL",1892.74867711444,1990
"22118","NER",364.034704933039,1990
"22119","NFK",NA,1990
"22120","NGA",1386.16282631541,1990
"22121","NIC",1785.93932427374,1990
"22122","NIU",NA,1990
"22123","NLD",787.636605618452,1990
"22124","NOR",1310.02294624279,1990
"22125","NPL",1748.10787366746,1990
"22126","NRU",NA,1990
"22127","NZL",1201.02907370149,1990
"22128","OMN",164.064987005082,1990
"22129","PAK",452.756341239548,1990
"22130","PAN",2669.988132885,1990
"22131","PCN",NA,1990
"22132","PER",691.420147320373,1990
"22133","PHL",2392.13383114882,1990
"22134","PLW",NA,1990
"22135","PNG",2984.58057749957,1990
"22136","POL",564.372435097717,1990
"22137","PRI",2165.38839177283,1990
"22138","PRK",687.004787248363,1990
"22139","PRT",833.394326230425,1990
"22140","PRY",1927.64486235868,1990
"22141","PYF",1797.5,1990
"22142","QAT",37.8384051447521,1990
"22143","ROU",284.09044717716,1990
"22144","RUS",638.894468306644,1990
"22145","RWA",1070.183109594,1990
"22146","ESH",24.0552532839338,1990
"22147","SAU",101.665326986592,1990
"22148","SDN",227.83177987157,1990
"22149","SSD",874.682903943131,1990
"22150","SEN",500.647433048691,1990
"22151","SGP",NA,1990
"22152","SGS",NA,1990
"22153","SHN",NA,1990
"22154","SLB",2841.7096496442,1990
"22155","SLE",2360.14592862427,1990
"22156","SLV",2028.05885806592,1990
"22157","SMR",801.321453813196,1990
"22158","SOL",224.767253167611,1990
"22159","SOM",437.903021312097,1990
"22160","SPM",NA,1990
"22161","SRB",424.8331231955,1990
"22162","STP",1662.2,1990
"22163","SUR",2760.79898675238,1990
"22164","SVK",644.814187276168,1990
"22165","SVN",1189.21300350559,1990
"22166","SWE",742.094532336477,1990
"22167","SWZ",706.183550360491,1990
"22168","SXM",NA,1990
"22169","SYC",NA,1990
"22170","SYR",232.834855413849,1990
"22171","TCA",427.5,1990
"22172","TCD",606.594592679359,1990
"22173","TGO",1030.88857177294,1990
"22174","THA",1420.69592029919,1990
"22175","TJK",459.867943644127,1990
"22176","TKM",136.182927349143,1990
"22177","TLS",1750.71306459281,1990
"22178","TON",NA,1990
"22179","TTO",1663.71542077025,1990
"22180","TUN",518.693166406036,1990
"22181","TUR",502.649616336293,1990
"22182","TWN",1675.61938775689,1990
"22183","TZA",1043.91956688108,1990
"22184","UGA",1253.68315519344,1990
"22185","UKR",512.803523713889,1990
"22186","URY",1193.42506853799,1990
"22187","USA",1037.42078568381,1990
"22188","UZB",311.010062552789,1990
"22189","VAT",913.6,1990
"22190","VCT",1777.1,1990
"22191","VEN",1210.1396799695,1990
"22192","VGB",NA,1990
"22193","VIR",1023.2,1990
"22194","VNM",1093.80277052497,1990
"22195","VUT",2311.26402946191,1990
"22196","PSE",446.263502422865,1990
"22197","WLF",NA,1990
"22198","WSM",2013.9,1990
"22199","YEM",241.744498956427,1990
"22200","ZAF",619.867522913068,1990
"22201","ZMB",899.489115967484,1990
"22202","ZWE",706.985394487821,1990
"22203","TUV",NA,1990
"22204","GUF",3784.78785169038,1990
"22205","ABW",NA,1991
"22206","AFG",409.895089514423,1991
"22207","AGO",1073.69004647524,1991
"22208","AIA",NA,1991
"22209","ALB",1047.91903472889,1991
"22210","ALA",647,1991
"22211","AND",849.764571972475,1991
"22212","ARE",124.489138591147,1991
"22213","ARG",964.897598340122,1991
"22214","ARM",491.268495189212,1991
"22215","ASM",NA,1991
"22216","ATA",NA,1991
"22217","Ashm",NA,1991
"22218","ATF",NA,1991
"22219","ATG",NA,1991
"22220","AUS",815.387744249276,1991
"22221","AUT",893.16470811237,1991
"22222","AZE",434.455800416497,1991
"22223","BDI",1068.29060867317,1991
"22224","BEL",736.708188612437,1991
"22225","BEN",1231.86981038391,1991
"22226","BFA",932.32315498289,1991
"22227","BGD",1665.94773406604,1991
"22228","BGR",665.988627955178,1991
"22229","BHR",NA,1991
"22230","BHS",1625.63822572243,1991
"22231","BIH",1194.59999647547,1991
"22232","BLM",NA,1991
"22233","BLR",518.846267931859,1991
"22234","BLZ",1865.99538482938,1991
"22235","BMU",NA,1991
"22236","BOL",984.379552854335,1991
"22237","BRA",1434.29597572078,1991
"22238","BRB",NA,1991
"22239","BRN",2113.81498059666,1991
"22240","BTN",3273.65492905011,1991
"22241","BWA",492.395240816165,1991
"22242","CAF",1470.13665366631,1991
"22243","CAN",850.991580702955,1991
"22244","CHE",1062.87765330661,1991
"22245","CHL",674.039376240709,1991
"22246","CHN",950.462722454595,1991
"22247","CIV",1263.44035640816,1991
"22248","CMR",1682.02822718289,1991
"22249","COD",1490.51266949025,1991
"22250","COG",1207.68145385758,1991
"22251","COK",2693.7,1991
"22252","COL",1485.73524638759,1991
"22253","COM",2662,1991
"22254","CPV",555.3,1991
"22255","CRI",3535.42966669546,1991
"22256","CUB",1185.79976130137,1991
"22257","CUW",NA,1991
"22258","CYM",770.1,1991
"22259","CYN",399.128124086155,1991
"22260","CYP",601.091970081342,1991
"22261","CZE",533.261469236434,1991
"22262","DEU",629.661815128082,1991
"22263","DJI",204.22297993075,1991
"22264","DMA",NA,1991
"22265","DNK",490.589463904238,1991
"22266","DOM",1213.7242620424,1991
"22267","DZA",433.886512970311,1991
"22268","ECU",1018.36983727288,1991
"22269","EGY",73.9139642177078,1991
"22270","ERI",359.266684913192,1991
"22271","ESP",591.952609645292,1991
"22272","EST",754.904920344927,1991
"22273","ETH",997.685177032916,1991
"22274","FIN",640.682493681259,1991
"22275","FJI",2373.13453300022,1991
"22276","FLK",538.772857923049,1991
"22277","FRA",663.956032561577,1991
"22278","FRO",NA,1991
"22279","FSM",NA,1991
"22280","GAB",2017.01944596563,1991
"22281","Gaza",331.6,1991
"22282","GBR",676.494869557352,1991
"22283","GEO",981.532388401643,1991
"22284","GGY",NA,1991
"22285","GHA",1388.87154210642,1991
"22286","GIN",1965.56086159565,1991
"22287","GMB",645.347315874056,1991
"22288","GNB",1479.54738950341,1991
"22289","GNQ",2065.96960130671,1991
"22290","GRC",640.501488198429,1991
"22291","GRD",NA,1991
"22292","GRL",811.531388016169,1991
"22293","GTM",2005.20550209974,1991
"22294","GUM",NA,1991
"22295","GUY",2255.44609579449,1991
"22296","HKG",1456.6,1991
"22297","HMD",NA,1991
"22298","HND",1288.57429799053,1991
"22299","HRV",957.95153064593,1991
"22300","HTI",955.010980873382,1991
"22301","HUN",596.683427887259,1991
"22302","IDN",2404.29026822464,1991
"22303","IMN",NA,1991
"22304","IND",1157.92052529442,1991
"22305","IOA",NA,1991
"22306","IOT",NA,1991
"22307","IRL",890.459362387522,1991
"22308","IRN",398.304333300014,1991
"22309","IRQ",290.300316134249,1991
"22310","ISL",1165.12781661471,1991
"22311","ISR",620.621622851764,1991
"22312","ITA",971.157205415169,1991
"22313","JAM",1707.82276439115,1991
"22314","JEY",687.4,1991
"22315","JOR",350.388722323457,1991
"22316","JPN",1854.47501474493,1991
"22317","KAS",182.4,1991
"22318","KAZ",288.838194389729,1991
"22319","KEN",1185.55220825993,1991
"22320","KGZ",420.469888374453,1991
"22321","KHM",1179.45513667185,1991
"22322","KIR",NA,1991
"22323","KNA",NA,1991
"22324","KOR",1247.84041769691,1991
"22325","KOS",527.770358162965,1991
"22326","KWT",248.780418364903,1991
"22327","LAO",1529.23296460123,1991
"22328","LBN",1265.02191568614,1991
"22329","LBR",2557.83780365295,1991
"22330","LBY",256.349035474267,1991
"22331","LCA",NA,1991
"22332","LIE",1627.08860172063,1991
"22333","LKA",2077.24907501829,1991
"22334","LSO",866.427940878711,1991
"22335","LTU",566.551421539094,1991
"22336","LUX",613.4,1991
"22337","LVA",653.115697940479,1991
"22338","MAC",1231.5,1991
"22339","MAF",NA,1991
"22340","MAR",419.298036468016,1991
"22341","MCO",847.4,1991
"22342","MDA",581.776924125952,1991
"22343","MDG",1493.45801861908,1991
"22344","MDV",NA,1991
"22345","MEX",993.050193836949,1991
"22346","MHL",NA,1991
"22347","MKD",536.674137508536,1991
"22348","MLI",712.423979450404,1991
"22349","MLT",NA,1991
"22350","MMR",1893.38507076654,1991
"22351","MNE",1320.90446045891,1991
"22352","MNG",176.540205815665,1991
"22353","MNP",NA,1991
"22354","MOZ",953.266147234479,1991
"22355","MRT",191.772352242451,1991
"22356","MSR",NA,1991
"22357","MUS",1217.4,1991
"22358","MWI",1156.46016570135,1991
"22359","MYS",2543.43883200161,1991
"22360","NAM",400.761493769231,1991
"22361","NCL",1558.00447298848,1991
"22362","NER",506.93714020613,1991
"22363","NFK",NA,1991
"22364","NGA",1518.99707304364,1991
"22365","NIC",1741.91246697309,1991
"22366","NIU",NA,1991
"22367","NLD",670.20602684438,1991
"22368","NOR",1065.63784471625,1991
"22369","NPL",1640.57800619766,1991
"22370","NRU",NA,1991
"22371","NZL",1238.66553883129,1991
"22372","OMN",99.8093848643294,1991
"22373","PAK",359.436278074041,1991
"22374","PAN",2565.64742542748,1991
"22375","PCN",NA,1991
"22376","PER",601.545267284762,1991
"22377","PHL",2007.73467133412,1991
"22378","PLW",NA,1991
"22379","PNG",2763.82680845316,1991
"22380","POL",510.536644894167,1991
"22381","PRI",1680.16969883373,1991
"22382","PRK",387.560747805432,1991
"22383","PRT",834.058823224913,1991
"22384","PRY",1369.39215957685,1991
"22385","PYF",1757.6,1991
"22386","QAT",72.47099448151,1991
"22387","ROU",407.699677431888,1991
"22388","RUS",537.735022247153,1991
"22389","RWA",1054.64666182237,1991
"22390","ESH",75.7194496603033,1991
"22391","SAU",109.963550038016,1991
"22392","SDN",266.245541084479,1991
"22393","SSD",947.89869439704,1991
"22394","SEN",464.016423467513,1991
"22395","SGP",NA,1991
"22396","SGS",NA,1991
"22397","SHN",NA,1991
"22398","SLB",2522.77494439911,1991
"22399","SLE",2339.27972664023,1991
"22400","SLV",1995.3472175193,1991
"22401","SMR",1046.5636487827,1991
"22402","SOL",301.872761078111,1991
"22403","SOM",359.422438650684,1991
"22404","SPM",NA,1991
"22405","SRB",633.956605644614,1991
"22406","STP",1676.9,1991
"22407","SUR",2152.26992242456,1991
"22408","SVK",648.459953222267,1991
"22409","SVN",1275.68008085344,1991
"22410","SWE",632.221487704864,1991
"22411","SWZ",997.648059306605,1991
"22412","SXM",NA,1991
"22413","SYC",NA,1991
"22414","SYR",382.474973222754,1991
"22415","TCA",226.1,1991
"22416","TCD",788.742448051126,1991
"22417","TGO",1342.73655714268,1991
"22418","THA",1259.36331270374,1991
"22419","TJK",646.546013812639,1991
"22420","TKM",160.441914617999,1991
"22421","TLS",1230.56296125684,1991
"22422","TON",NA,1991
"22423","TTO",1682.29655661098,1991
"22424","TUN",426.909102822139,1991
"22425","TUR",667.253646681461,1991
"22426","TWN",1301.56369674792,1991
"22427","TZA",1040.36675707501,1991
"22428","UGA",1309.26192208001,1991
"22429","UKR",504.288300534898,1991
"22430","URY",1098.69319873079,1991
"22431","USA",992.714177016632,1991
"22432","UZB",341.762907530104,1991
"22433","VAT",797.1,1991
"22434","VCT",1746.7,1991
"22435","VEN",1100.27278596288,1991
"22436","VGB",NA,1991
"22437","VIR",617.9,1991
"22438","VNM",802.8160761602,1991
"22439","VUT",2555.81472126967,1991
"22440","PSE",834.691044312113,1991
"22441","WLF",NA,1991
"22442","WSM",2726.4,1991
"22443","YEM",197.828152571295,1991
"22444","ZAF",698.926356248446,1991
"22445","ZMB",985.363690085571,1991
"22446","ZWE",569.83320285299,1991
"22447","TUV",NA,1991
"22448","GUF",2714.43130038492,1991
"22449","ABW",NA,1992
"22450","AFG",376.959442651565,1992
"22451","AGO",1012.72207713498,1992
"22452","AIA",NA,1992
"22453","ALB",1015.64746272168,1992
"22454","ALA",628.3,1992
"22455","AND",1042.31088508946,1992
"22456","ARE",138.506416279062,1992
"22457","ARG",1018.78469151989,1992
"22458","ARM",525.266608473335,1992
"22459","ASM",NA,1992
"22460","ATA",NA,1992
"22461","Ashm",NA,1992
"22462","ATF",NA,1992
"22463","ATG",NA,1992
"22464","AUS",971.306018866939,1992
"22465","AUT",858.888635510581,1992
"22466","AZE",470.232743479522,1992
"22467","BDI",1038.68123745535,1992
"22468","BEL",808.430173121637,1992
"22469","BEN",935.292352156947,1992
"22470","BFA",821.017657589296,1992
"22471","BGD",1067.94694725861,1992
"22472","BGR",457.646487475341,1992
"22473","BHR",NA,1992
"22474","BHS",1016.83502400898,1992
"22475","BIH",979.453089629499,1992
"22476","BLM",NA,1992
"22477","BLR",555.161040790746,1992
"22478","BLZ",1986.57546617289,1992
"22479","BMU",NA,1992
"22480","BOL",1109.71634090164,1992
"22481","BRA",1469.29344925459,1992
"22482","BRB",NA,1992
"22483","BRN",2207.08990440859,1992
"22484","BTN",3158.78591031285,1992
"22485","BWA",300.708800854952,1992
"22486","CAF",1351.72874733701,1992
"22487","CAN",909.324106032138,1992
"22488","CHE",1239.88525049132,1992
"22489","CHL",760.736887159429,1992
"22490","CHN",1089.68142575088,1992
"22491","CIV",1257.66832675155,1992
"22492","CMR",1631.99007468917,1992
"22493","COD",1488.14306671151,1992
"22494","COG",1151.19928099625,1992
"22495","COK",2046,1992
"22496","COL",1295.15799098046,1992
"22497","COM",2419.7,1992
